date,day_of_week,WeekStatus,NSM,Load_Type,Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor
2018-01-07 07:45:00,Sunday,Weekend,27900,Maximum_Load,,8.265,0.21,0.012339,93.78,97.02
2018-01-07 08:00:00,Sunday,Weekend,28800,Maximum_Load,26.716069402152346,6.994,0.041,0.013162,78.3,96.42
2018-01-07 08:15:00,Sunday,Weekend,29700,Medium_Load,11.641054801320841,4.367,0.291,0.005809,75.23,95.68
2018-01-07 08:30:00,Sunday,Weekend,30600,Maximum_Load,26.499082734589333,5.558,0.797,0.013264,73.35,93.84
2018-01-07 08:45:00,Sunday,Weekend,31500,Medium_Load,12.21071435498534,3.308,0.286,0.005868,69.04,96.36
2018-01-07 09:00:00,Sunday,Weekend,32400,Medium_Load,12.201938206191533,4.541,0.477,0.005991,70.6,96.51
2018-01-07 09:15:00,Sunday,Weekend,33300,Maximum_Load,24.731025219367847,8.02,0.286,0.012337,90.45,95.1
2018-01-07 09:30:00,Sunday,Weekend,34200,Medium_Load,12.851218468622942,4.552,0.591,0.006368,74.63,97.2
2018-01-07 09:45:00,Sunday,Weekend,35100,Medium_Load,10.959337378476565,2.901,0.309,0.005489,80.12,97.89
2018-01-07 10:00:00,Sunday,Weekend,36000,Maximum_Load,22.8105463013001,6.247,0.607,0.011481,93.64,91.21
2018-01-07 10:15:00,Sunday,Weekend,36900,Maximum_Load,24.891964990471354,9.4,0.563,0.012371,77.28,93.77
2018-01-07 10:30:00,Sunday,Weekend,37800,Medium_Load,12.07166173187707,4.224,0.13,0.006068,79.31,91.46
2018-01-07 10:45:00,Sunday,Weekend,38700,Medium_Load,9.241413131090772,2.559,0.131,0.004606,74.29,92.32
2018-01-07 11:00:00,Sunday,Weekend,39600,Maximum_Load,23.971059852909836,5.827,0.662,0.011948,74.49,98.54
2018-01-07 11:15:00,Sunday,Weekend,40500,Maximum_Load,23.496417606999515,5.199,0.872,0.011858,95.2,90.68
2018-01-07 11:30:00,Sunday,Weekend,41400,Maximum_Load,26.26787060005284,9.781,0.185,0.013181,79.14,95.69
2018-01-07 11:45:00,Sunday,Weekend,42300,Maximum_Load,27.485291874687697,9.332,0.718,0.013701,70.85,99.18
2018-01-07 12:00:00,Sunday,Weekend,43200,Medium_Load,11.160565298233744,3.588,0.017,0.005635,80.21,96.88
2018-01-07 12:15:00,Sunday,Weekend,44100,Maximum_Load,25.91728510709148,9.209,0.238,0.013031,95.74,99.72
2018-01-07 12:30:00,Sunday,Weekend,45000,Maximum_Load,25.881550185260835,9.913,1.04,0.012971,68.07,96.54
2018-01-07 12:45:00,Sunday,Weekend,45900,Medium_Load,13.5833249831919,4.786,0.188,0.006933,68.61,100.0
2018-01-07 13:00:00,Sunday,Weekend,46800,Maximum_Load,24.290545358753423,6.902,0.344,0.01213,67.36,99.98
2018-01-07 13:15:00,Sunday,Weekend,47700,Maximum_Load,24.88496968224565,5.855,0.661,0.012426,85.14,93.58
2018-01-07 13:30:00,Sunday,Weekend,48600,Medium_Load,10.980496916564496,3.764,0.204,0.005316,71.41,92.3
2018-01-07 13:45:00,Sunday,Weekend,49500,Medium_Load,11.552200622676995,2.88,0.486,0.005769,95.77,95.86
2018-01-07 14:00:00,Sunday,Weekend,50400,Maximum_Load,28.627576017169872,10.206,0.65,0.014203,98.22,97.24
2018-01-07 14:15:00,Sunday,Weekend,51300,Maximum_Load,25.22937748610215,6.755,1.08,0.012456,94.89,98.43
2018-01-07 14:30:00,Sunday,Weekend,52200,Medium_Load,10.274423358898435,2.377,0.005,0.005183,86.78,90.24
2018-01-07 14:45:00,Sunday,Weekend,53100,Medium_Load,9.862564877327108,2.475,0.399,0.004882,70.58,98.18
2018-01-07 15:00:00,Sunday,Weekend,54000,Maximum_Load,26.907980514732085,6.817,0.039,0.013386,71.01,95.31
2018-01-07 15:15:00,Sunday,Weekend,54900,Medium_Load,10.268180838763536,2.832,0.446,0.004973,86.67,91.26
2018-01-07 15:30:00,Sunday,Weekend,55800,Medium_Load,12.360319801929833,3.108,0.588,0.006033,84.5,94.93
2018-01-07 15:45:00,Sunday,Weekend,56700,Medium_Load,10.514871727647412,2.577,0.466,0.005443,82.98,94.12
2018-01-07 16:00:00,Sunday,Weekend,57600,Medium_Load,9.70842631268287,2.702,0.432,0.005107,95.33,90.05
2018-01-07 16:15:00,Sunday,Weekend,58500,Medium_Load,12.280104972310928,4.588,0.34,0.006112,84.19,99.3
2018-01-07 16:30:00,Sunday,Weekend,59400,Medium_Load,10.582116285778566,2.266,0.501,0.005249,73.63,93.45
2018-01-07 16:45:00,Sunday,Weekend,60300,Medium_Load,12.033124496931837,3.12,0.073,0.006073,69.86,96.8
2018-01-07 17:00:00,Sunday,Weekend,61200,Medium_Load,12.13459253687098,3.792,0.068,0.006067,84.32,92.37
2018-01-07 17:15:00,Sunday,Weekend,62100,Light_Load,4.414051101813376,1.655,0.061,0.002147,65.53,96.44
2018-01-07 17:30:00,Sunday,Weekend,63000,Maximum_Load,24.818654860453858,6.374,0.678,0.012353,95.15,93.49
2018-01-07 17:45:00,Sunday,Weekend,63900,Maximum_Load,26.129753692686357,7.048,0.22,0.013073,65.29,91.13
2018-01-07 18:00:00,Sunday,Weekend,64800,Maximum_Load,23.919617867714937,8.601,1.051,0.011975,74.99,94.27
2018-01-07 18:15:00,Sunday,Weekend,65700,Medium_Load,8.077133321993255,2.217,0.105,0.004045,93.89,99.04
2018-01-07 18:30:00,Sunday,Weekend,66600,Medium_Load,12.419814192871474,4.599,0.568,0.006139,76.57,97.99
2018-01-07 18:45:00,Sunday,Weekend,67500,Maximum_Load,25.41454266535176,7.397,0.364,0.012639,71.03,91.03
2018-01-07 19:00:00,Sunday,Weekend,68400,Maximum_Load,24.3488987022587,7.641,0.169,0.012042,68.84,94.47
2018-01-07 19:15:00,Sunday,Weekend,69300,Maximum_Load,23.165920964407068,7.232,0.861,0.011875,85.27,90.48
2018-01-07 19:30:00,Sunday,Weekend,70200,Medium_Load,8.650727516771134,1.937,0.022,0.004455,69.61,94.44
2018-01-07 19:45:00,Sunday,Weekend,71100,Medium_Load,11.519745199209108,3.122,0.448,0.005869,79.45,93.78
2018-01-07 20:00:00,Sunday,Weekend,72000,Medium_Load,13.713824600607705,3.405,0.641,0.00687,73.88,94.87
2018-01-07 20:15:00,Sunday,Weekend,72900,Medium_Load,11.258302590736305,3.79,0.13,0.005569,92.7,99.16
2018-01-07 20:30:00,Sunday,Weekend,73800,Maximum_Load,24.690631335758066,9.549,1.004,0.01226,85.09,92.79
2018-01-07 20:45:00,Sunday,Weekend,74700,Maximum_Load,25.153570483122397,6.099,1.155,0.012744,74.28,98.13
2018-01-07 21:00:00,Sunday,Weekend,75600,Medium_Load,14.442535099607952,3.152,0.234,0.007211,66.44,98.84
2018-01-07 21:15:00,Sunday,Weekend,76500,Light_Load,4.696565950692442,1.415,0.183,0.002445,79.38,94.92
2018-01-07 21:30:00,Sunday,Weekend,77400,Maximum_Load,23.90446590303847,6.649,0.119,0.011926,77.37,92.9
2018-01-07 21:45:00,Sunday,Weekend,78300,Medium_Load,11.487268409144033,2.38,0.497,0.005762,75.75,95.31
2018-01-07 22:00:00,Sunday,Weekend,79200,Light_Load,4.120285401634107,1.584,0.096,0.002058,74.54,96.62
2018-01-07 22:15:00,Sunday,Weekend,80100,Light_Load,2.2123311030713864,0.858,0.027,0.001176,79.49,96.71
2018-01-07 22:30:00,Sunday,Weekend,81000,Light_Load,4.706502097812652,1.742,0.124,0.002214,68.56,97.51
2018-01-07 22:45:00,Sunday,Weekend,81900,Light_Load,2.5400330104711863,0.651,0.033,0.001269,78.98,99.06
2018-01-07 23:00:00,Sunday,Weekend,82800,Light_Load,1.5877744220216665,0.356,0.063,0.000776,66.63,92.86
2018-01-07 23:15:00,Sunday,Weekend,83700,Light_Load,3.7681658585329885,1.2,0.061,0.001955,88.1,94.99
2018-01-07 23:30:00,Sunday,Weekend,84600,Light_Load,3.5507016923066597,0.91,0.013,0.001831,79.4,93.01
2018-01-07 23:45:00,Sunday,Weekend,85500,Medium_Load,11.44725424138008,2.751,0.02,0.005781,81.98,95.34
2018-01-08 00:00:00,Monday,Weekday,0,Light_Load,5.7060661470116365,1.873,0.074,0.002925,94.49,91.76
2018-01-08 00:15:00,Monday,Weekday,900,Light_Load,6.124662146386877,2.144,0.163,0.003122,73.69,96.6
2018-01-08 00:30:00,Monday,Weekday,1800,Light_Load,11.385339981107332,3.478,0.361,0.005643,71.54,91.42
2018-01-08 00:45:00,Monday,Weekday,2700,Medium_Load,26.323256845002245,6.949,0.666,0.013288,65.47,95.82
2018-01-08 01:00:00,Monday,Weekday,3600,Light_Load,5.129761770268145,1.552,0.179,0.002699,86.72,94.96
2018-01-08 01:15:00,Monday,Weekday,4500,Light_Load,2.1479093167396774,0.687,0.073,0.00108,98.31,96.72
2018-01-08 01:30:00,Monday,Weekday,5400,Medium_Load,22.25675079366337,4.682,0.639,0.011114,87.2,96.19
2018-01-08 01:45:00,Monday,Weekday,6300,Medium_Load,25.47189721648057,7.355,0.868,0.012811,95.63,95.43
2018-01-08 02:00:00,Monday,Weekday,7200,Medium_Load,23.104204844936675,7.386,0.996,0.011447,73.72,92.75
2018-01-08 02:15:00,Monday,Weekday,8100,Light_Load,5.871049384469538,1.326,0.012,0.002878,82.08,98.27
2018-01-08 02:30:00,Monday,Weekday,9000,Light_Load,6.232518683208012,1.806,0.26,0.003044,66.55,94.76
2018-01-08 02:45:00,Monday,Weekday,9900,Light_Load,7.781877311791137,2.096,0.139,0.003783,91.93,92.32
2018-01-08 03:00:00,Monday,Weekday,10800,Medium_Load,27.353883738875048,10.219,0.418,0.013719,86.37,93.64
2018-01-08 03:15:00,Monday,Weekday,11700,Light_Load,7.998742388162921,2.383,0.345,0.004113,94.25,95.27
2018-01-08 03:30:00,Monday,Weekday,12600,Light_Load,8.185811064552952,2.335,0.248,0.004007,82.54,93.95
2018-01-08 03:45:00,Monday,Weekday,13500,Light_Load,7.325418908351539,1.822,0.021,0.003607,72.42,96.04
2018-01-08 04:00:00,Monday,Weekday,14400,Medium_Load,23.501929503535784,9.201,0.224,0.011758,80.32,92.68
2018-01-08 04:15:00,Monday,Weekday,15300,Light_Load,10.68272261395979,4.19,0.5,0.005348,94.22,96.03
2018-01-08 04:30:00,Monday,Weekday,16200,Light_Load,10.227206203532589,2.796,0.211,0.005177,96.66,90.47
2018-01-08 04:45:00,Monday,Weekday,17100,Light_Load,14.13583975299815,5.454,0.193,0.007068,74.46,99.97
2018-01-08 05:00:00,Monday,Weekday,18000,Light_Load,9.831692895167759,3.183,0.097,0.004833,68.54,90.79
2018-01-08 05:15:00,Monday,Weekday,18900,Light_Load,6.504757034577611,2.317,0.181,0.003504,76.54,95.18
2018-01-08 05:30:00,Monday,Weekday,19800,Light_Load,5.28604607266943,1.152,0.256,0.002603,94.18,92.92
2018-01-08 05:45:00,Monday,Weekday,20700,Light_Load,10.85883578213485,2.218,0.073,0.005392,93.83,92.17
2018-01-08 06:00:00,Monday,Weekday,21600,Maximum_Load,52.555039347069666,15.914,0.629,0.026297,97.99,95.47
2018-01-08 06:15:00,Monday,Weekday,22500,Maximum_Load,57.429210059566216,12.358,1.423,0.028701,71.38,92.89
2018-01-08 06:30:00,Monday,Weekday,23400,Maximum_Load,52.720258018322156,19.946,0.567,0.026388,70.9,97.49
2018-01-08 06:45:00,Monday,Weekday,24300,Maximum_Load,56.047475151361844,20.403,2.801,0.028005,84.09,90.13
2018-01-08 07:00:00,Monday,Weekday,25200,Maximum_Load,51.820746355400914,17.773,1.061,0.02592,90.43,93.94
2018-01-08 07:15:00,Monday,Weekday,26100,Maximum_Load,57.33965606299624,11.828,1.263,0.028833,67.87,90.25
2018-01-08 07:30:00,Monday,Weekday,27000,Maximum_Load,51.29898503347225,14.962,0.562,0.025523,84.36,97.11
2018-01-08 07:45:00,Monday,Weekday,27900,Maximum_Load,55.81887198852011,12.036,2.221,0.027861,98.42,94.95
2018-01-08 08:00:00,Monday,Weekday,28800,Maximum_Load,54.40648019731896,20.986,1.265,0.027222,94.73,90.61
2018-01-08 08:15:00,Monday,Weekday,29700,Medium_Load,25.30541931167878,8.162,0.82,0.012659,76.56,90.05
2018-01-08 08:30:00,Monday,Weekday,30600,Maximum_Load,53.8125884975151,12.447,0.469,0.026872,81.56,95.22
2018-01-08 08:45:00,Monday,Weekday,31500,Medium_Load,23.742220157887026,7.41,0.154,0.011935,72.54,93.85
2018-01-08 09:00:00,Monday,Weekday,32400,Maximum_Load,55.46434361202932,12.408,1.555,0.027663,90.04,92.21
2018-01-08 09:15:00,Monday,Weekday,33300,Medium_Load,21.993584865730444,5.04,0.196,0.011028,80.72,92.92
2018-01-08 09:30:00,Monday,Weekday,34200,Medium_Load,21.97593381499997,4.751,0.566,0.010962,76.74,91.59
2018-01-08 09:45:00,Monday,Weekday,35100,Maximum_Load,53.924351501084764,20.186,2.694,0.026981,84.19,90.96
2018-01-08 10:00:00,Monday,Weekday,36000,Maximum_Load,53.80758958084298,16.634,1.189,0.027056,88.89,95.9
2018-01-08 10:15:00,Monday,Weekday,36900,Maximum_Load,51.98381060858688,13.806,0.065,0.025991,69.33,94.1
2018-01-08 10:30:00,Monday,Weekday,37800,Maximum_Load,57.772644078743994,11.562,1.832,0.028908,92.78,90.1
2018-01-08 10:45:00,Monday,Weekday,38700,Medium_Load,23.996579744705187,7.065,0.311,0.01207,68.51,92.03
2018-01-08 11:00:00,Monday,Weekday,39600,Medium_Load,24.320013391011667,7.358,1.144,0.012104,93.98,90.05
2018-01-08 11:15:00,Monday,Weekday,40500,Medium_Load,21.01741502209136,5.618,0.246,0.010673,69.84,94.14
2018-01-08 11:30:00,Monday,Weekday,41400,Maximum_Load,61.214907563836356,18.173,2.855,0.030729,65.28,91.68
2018-01-08 11:45:00,Monday,Weekday,42300,Medium_Load,32.28120218666474,7.107,0.029,0.016078,83.39,90.03
2018-01-08 12:00:00,Monday,Weekday,43200,Medium_Load,22.658804264786955,8.71,1.108,0.011352,73.57,99.93
2018-01-08 12:15:00,Monday,Weekday,44100,Maximum_Load,58.67825914350729,14.767,0.802,0.02922,85.7,97.02
2018-01-08 12:30:00,Monday,Weekday,45000,Maximum_Load,54.72455984878723,21.326,2.139,0.027531,67.53,92.57
2018-01-08 12:45:00,Monday,Weekday,45900,Medium_Load,29.81130877843932,8.901,0.695,0.014907,81.04,97.08
2018-01-08 13:00:00,Monday,Weekday,46800,Maximum_Load,56.00869925920116,20.799,1.037,0.028045,86.91,90.04
2018-01-08 13:15:00,Monday,Weekday,47700,Medium_Load,25.299286506302195,7.98,1.212,0.012748,81.36,91.94
2018-01-08 13:30:00,Monday,Weekday,48600,Maximum_Load,47.50219138114426,17.523,2.237,0.02374,75.7,96.0
2018-01-08 13:45:00,Monday,Weekday,49500,Medium_Load,22.36418207971995,4.518,0.675,0.011254,84.86,95.81
2018-01-08 14:00:00,Monday,Weekday,50400,Medium_Load,25.061562008724827,5.947,1.177,0.012494,98.86,91.27
2018-01-08 14:15:00,Monday,Weekday,51300,Medium_Load,25.595998758111936,6.931,1.009,0.012839,72.82,91.87
2018-01-08 14:30:00,Monday,Weekday,52200,Medium_Load,21.355498858187847,5.536,0.388,0.010687,74.16,97.49
2018-01-08 14:45:00,Monday,Weekday,53100,Light_Load,5.813685413971163,2.264,0.26,0.002836,87.0,92.04
2018-01-08 15:00:00,Monday,Weekday,54000,Maximum_Load,56.66034105175246,15.805,1.016,0.028355,95.03,95.32
2018-01-08 15:15:00,Monday,Weekday,54900,Maximum_Load,50.85036781079992,20.057,2.406,0.025527,75.97,91.17
2018-01-08 15:30:00,Monday,Weekday,55800,Medium_Load,25.401189171170618,8.388,0.655,0.012732,84.58,97.99
2018-01-08 15:45:00,Monday,Weekday,56700,Light_Load,11.713860594467166,4.3,0.433,0.005472,93.99,95.3
2018-01-08 16:00:00,Monday,Weekday,57600,Medium_Load,26.156408887335463,7.292,0.833,0.013056,95.7,93.67
2018-01-08 16:15:00,Monday,Weekday,58500,Light_Load,9.00646022949793,2.144,0.33,0.004386,94.72,96.5
2018-01-08 16:30:00,Monday,Weekday,59400,Medium_Load,18.93954565246671,3.979,0.171,0.0096,81.63,93.36
2018-01-08 16:45:00,Monday,Weekday,60300,Medium_Load,22.53426167074631,7.465,1.002,0.011399,74.43,97.93
2018-01-08 17:00:00,Monday,Weekday,61200,Medium_Load,31.162605500773118,12.289,1.281,0.015665,78.14,94.36
2018-01-08 17:15:00,Monday,Weekday,62100,Medium_Load,23.202514247362203,5.189,0.732,0.01165,80.16,98.56
2018-01-08 17:30:00,Monday,Weekday,63000,Maximum_Load,58.7934286286412,20.834,0.623,0.029364,79.81,99.83
2018-01-08 17:45:00,Monday,Weekday,63900,Maximum_Load,53.16747733193115,14.511,1.523,0.026528,68.79,90.15
2018-01-08 18:00:00,Monday,Weekday,64800,Medium_Load,24.16653849547161,9.635,0.527,0.012068,85.46,92.02
2018-01-08 18:15:00,Monday,Weekday,65700,Light_Load,9.546760536060555,3.571,0.009,0.004775,83.72,94.2
2018-01-08 18:30:00,Monday,Weekday,66600,Medium_Load,25.30207904798203,6.228,1.168,0.012379,98.26,99.83
2018-01-08 18:45:00,Monday,Weekday,67500,Maximum_Load,56.14453735300324,19.828,2.159,0.028262,93.98,93.51
2018-01-08 19:00:00,Monday,Weekday,68400,Light_Load,5.544829235819039,1.923,0.249,0.002777,70.57,91.45
2018-01-08 19:15:00,Monday,Weekday,69300,Maximum_Load,51.59118943159373,18.195,1.556,0.025842,89.87,97.48
2018-01-08 19:30:00,Monday,Weekday,70200,Medium_Load,22.342385156828495,4.839,0.371,0.011183,82.01,95.97
2018-01-08 19:45:00,Monday,Weekday,71100,Light_Load,6.4030455756129,2.317,0.141,0.003256,71.35,97.21
2018-01-08 20:00:00,Monday,Weekday,72000,Maximum_Load,54.31215585382777,13.702,2.252,0.027073,68.51,95.93
2018-01-08 20:15:00,Monday,Weekday,72900,Medium_Load,28.11182614191946,8.942,0.28,0.014085,76.71,95.54
2018-01-08 20:30:00,Monday,Weekday,73800,Medium_Load,25.262024368075146,5.635,0.191,0.012746,88.66,94.2
2018-01-08 20:45:00,Monday,Weekday,74700,Maximum_Load,56.453791307525755,17.592,0.283,0.0282,79.07,94.75
2018-01-08 21:00:00,Monday,Weekday,75600,Maximum_Load,55.424803037740396,21.133,0.276,0.02774,96.32,94.69
2018-01-08 21:15:00,Monday,Weekday,76500,Maximum_Load,51.653697239413674,12.161,1.257,0.025855,78.52,90.4
2018-01-08 21:30:00,Monday,Weekday,77400,Light_Load,8.051808578016947,2.987,0.296,0.003955,94.59,94.68
2018-01-08 21:45:00,Monday,Weekday,78300,Maximum_Load,55.39234633057461,15.903,2.466,0.027916,69.48,96.58
2018-01-08 22:00:00,Monday,Weekday,79200,Light_Load,10.279769664023922,2.719,0.292,0.005045,79.6,93.59
2018-01-08 22:15:00,Monday,Weekday,80100,Light_Load,4.794235791069605,1.014,0.119,0.002533,98.39,98.71
2018-01-08 22:30:00,Monday,Weekday,81000,Light_Load,1.8787674045549183,0.574,0.036,0.001041,84.62,94.54
2018-01-08 22:45:00,Monday,Weekday,81900,Medium_Load,25.52879144551149,6.127,0.384,0.012695,96.88,92.35
2018-01-08 23:00:00,Monday,Weekday,82800,Light_Load,9.061550004765142,3.516,0.015,0.004438,66.19,99.59
2018-01-08 23:15:00,Monday,Weekday,83700,Light_Load,7.461845581048857,1.848,0.273,0.003681,73.3,94.84
2018-01-08 23:30:00,Monday,Weekday,84600,Medium_Load,25.084062702180372,7.961,0.089,0.012544,76.29,97.03
2018-01-08 23:45:00,Monday,Weekday,85500,Medium_Load,27.636317135748413,8.614,1.048,0.013863,97.85,90.26
2018-01-09 00:00:00,Tuesday,Weekday,0,Light_Load,6.623583270417473,1.771,0.236,0.003271,84.64,98.39
2018-01-09 00:15:00,Tuesday,Weekday,900,Medium_Load,24.164077473524262,8.951,1.193,0.011907,69.88,98.49
2018-01-09 00:30:00,Tuesday,Weekday,1800,Light_Load,8.237109333841495,1.949,0.008,0.004069,65.88,94.28
2018-01-09 00:45:00,Tuesday,Weekday,2700,Medium_Load,21.340555962491973,7.755,0.259,0.01059,76.05,96.27
2018-01-09 01:00:00,Tuesday,Weekday,3600,Light_Load,7.544308324856737,1.822,0.031,0.003638,91.24,97.45
2018-01-09 01:15:00,Tuesday,Weekday,4500,Light_Load,7.808770047997382,1.623,0.364,0.003879,91.56,99.75
2018-01-09 01:30:00,Tuesday,Weekday,5400,Medium_Load,29.911126642960824,11.629,0.769,0.014876,83.87,90.4
2018-01-09 01:45:00,Tuesday,Weekday,6300,Light_Load,7.105653027114618,2.327,0.34,0.003595,95.99,98.68
2018-01-09 02:00:00,Tuesday,Weekday,7200,Light_Load,8.600033719833402,2.804,0.067,0.004341,69.16,92.55
2018-01-09 02:15:00,Tuesday,Weekday,8100,Medium_Load,27.755852816169227,7.022,0.458,0.013951,90.75,90.55
2018-01-09 02:30:00,Tuesday,Weekday,9000,Medium_Load,22.487545824068714,5.123,0.718,0.011374,91.97,92.99
2018-01-09 02:45:00,Tuesday,Weekday,9900,Light_Load,12.127221160628498,4.138,0.167,0.006075,80.34,99.59
2018-01-09 03:00:00,Tuesday,Weekday,10800,Light_Load,13.291610696171833,4.037,0.613,0.00666,90.36,97.97
2018-01-09 03:15:00,Tuesday,Weekday,11700,Light_Load,7.913311137053975,2.086,0.174,0.003924,73.11,97.75
2018-01-09 03:30:00,Tuesday,Weekday,12600,Light_Load,6.38172181562186,1.681,0.196,0.003132,81.76,92.75
2018-01-09 03:45:00,Tuesday,Weekday,13500,Light_Load,12.881358273171164,4.867,0.226,0.006354,72.08,97.54
2018-01-09 04:00:00,Tuesday,Weekday,14400,Light_Load,10.386892618304444,3.926,0.108,0.00526,82.16,93.5
2018-01-09 04:15:00,Tuesday,Weekday,15300,Medium_Load,25.24590761399151,6.436,1.008,0.012383,88.19,96.86
2018-01-09 04:30:00,Tuesday,Weekday,16200,Light_Load,12.280531458847108,4.407,0.487,0.006064,65.09,92.63
2018-01-09 04:45:00,Tuesday,Weekday,17100,Light_Load,11.962976565647958,2.935,0.488,0.006051,68.12,91.22
2018-01-09 05:00:00,Tuesday,Weekday,18000,Light_Load,6.991229138125332,2.528,0.115,0.003335,81.44,91.57
2018-01-09 05:15:00,Tuesday,Weekday,18900,Medium_Load,25.74618955989745,5.8,1.1,0.012926,68.34,90.84
2018-01-09 05:30:00,Tuesday,Weekday,19800,Light_Load,9.730377463777868,3.422,0.155,0.004727,76.92,97.53
2018-01-09 05:45:00,Tuesday,Weekday,20700,Light_Load,8.086190089663553,2.516,0.146,0.00403,94.78,97.24
2018-01-09 06:00:00,Tuesday,Weekday,21600,Maximum_Load,50.82738822728716,11.361,0.761,0.025361,86.74,97.64
2018-01-09 06:15:00,Tuesday,Weekday,22500,Medium_Load,22.18522148890526,7.169,0.478,0.011188,73.68,92.65
2018-01-09 06:30:00,Tuesday,Weekday,23400,Maximum_Load,50.92521164361932,12.145,0.068,0.025554,66.08,99.35
2018-01-09 06:45:00,Tuesday,Weekday,24300,Medium_Load,26.478772909072013,6.324,0.332,0.013196,75.5,97.36
2018-01-09 07:00:00,Tuesday,Weekday,25200,Medium_Load,21.446943048628768,6.208,0.274,0.010599,97.84,95.7
2018-01-09 07:15:00,Tuesday,Weekday,26100,Maximum_Load,55.57725421245229,21.834,2.368,0.027762,76.85,94.98
2018-01-09 07:30:00,Tuesday,Weekday,27000,Medium_Load,30.49571147882547,11.541,1.058,0.015179,71.56,97.3
2018-01-09 07:45:00,Tuesday,Weekday,27900,Medium_Load,29.28331055473644,10.697,0.385,0.014605,79.9,96.98
2018-01-09 08:00:00,Tuesday,Weekday,28800,Medium_Load,19.487750059198063,7.215,0.353,0.009647,90.14,91.31
2018-01-09 08:15:00,Tuesday,Weekday,29700,Maximum_Load,51.16389558768698,15.321,2.463,0.025635,94.17,97.55
2018-01-09 08:30:00,Tuesday,Weekday,30600,Maximum_Load,52.67045072746043,14.481,1.571,0.026284,67.7,97.98
2018-01-09 08:45:00,Tuesday,Weekday,31500,Medium_Load,21.492928932341897,8.098,0.752,0.01074,76.32,95.69
2018-01-09 09:00:00,Tuesday,Weekday,32400,Maximum_Load,50.0385568680348,10.817,2.429,0.024889,94.24,96.37
2018-01-09 09:15:00,Tuesday,Weekday,33300,Medium_Load,24.96747898082428,9.967,0.823,0.012585,77.36,97.38
2018-01-09 09:30:00,Tuesday,Weekday,34200,Medium_Load,27.11530164824969,8.422,0.542,0.013614,78.13,98.51
2018-01-09 09:45:00,Tuesday,Weekday,35100,Medium_Load,27.86210211616866,8.584,0.534,0.013842,94.03,94.13
2018-01-09 10:00:00,Tuesday,Weekday,36000,Maximum_Load,53.576571487768575,13.844,0.3,0.026979,80.63,91.75
2018-01-09 10:15:00,Tuesday,Weekday,36900,Maximum_Load,54.18428889905323,12.683,0.274,0.027059,69.69,92.28
2018-01-09 10:30:00,Tuesday,Weekday,37800,Medium_Load,26.067031735374265,8.76,0.493,0.012911,75.01,91.66
2018-01-09 10:45:00,Tuesday,Weekday,38700,Medium_Load,24.674543314482552,6.72,0.517,0.012319,87.42,94.01
2018-01-09 11:00:00,Tuesday,Weekday,39600,Maximum_Load,57.43182032828741,14.96,1.886,0.02881,76.52,97.06
2018-01-09 11:15:00,Tuesday,Weekday,40500,Medium_Load,26.29109458850354,6.112,0.606,0.013167,83.99,95.88
2018-01-09 11:30:00,Tuesday,Weekday,41400,Medium_Load,23.871086729457915,7.329,0.867,0.011893,75.51,97.54
2018-01-09 11:45:00,Tuesday,Weekday,42300,Maximum_Load,49.43009106503967,15.702,0.248,0.024849,95.11,94.63
2018-01-09 12:00:00,Tuesday,Weekday,43200,Maximum_Load,59.49709481644598,17.172,0.939,0.029824,91.67,93.78
2018-01-09 12:15:00,Tuesday,Weekday,44100,Maximum_Load,52.941753131667035,10.716,2.392,0.026573,71.81,90.95
2018-01-09 12:30:00,Tuesday,Weekday,45000,Maximum_Load,56.07267593719078,16.728,0.123,0.027968,86.96,97.27
2018-01-09 12:45:00,Tuesday,Weekday,45900,Maximum_Load,49.25022499384271,12.529,1.619,0.024667,67.99,94.18
2018-01-09 13:00:00,Tuesday,Weekday,46800,Medium_Load,24.966050249842585,5.685,0.692,0.012563,77.35,90.9
2018-01-09 13:15:00,Tuesday,Weekday,47700,Maximum_Load,55.300785882586595,17.448,0.167,0.027484,84.12,90.32
2018-01-09 13:30:00,Tuesday,Weekday,48600,Maximum_Load,55.44580621764299,18.533,0.365,0.027625,97.43,93.8
2018-01-09 13:45:00,Tuesday,Weekday,49500,Maximum_Load,64.041379848154,19.453,0.919,0.031969,90.94,99.9
2018-01-09 14:00:00,Tuesday,Weekday,50400,Maximum_Load,53.106644878619704,17.146,0.271,0.026566,77.15,91.74
2018-01-09 14:15:00,Tuesday,Weekday,51300,Light_Load,10.461992680870079,3.362,0.193,0.005269,96.7,94.25
2018-01-09 14:30:00,Tuesday,Weekday,52200,Medium_Load,26.569697356628133,5.974,0.89,0.013368,72.16,94.12
2018-01-09 14:45:00,Tuesday,Weekday,53100,Medium_Load,22.96408302199724,5.584,0.842,0.011305,93.32,97.57
2018-01-09 15:00:00,Tuesday,Weekday,54000,Maximum_Load,57.417008209542786,11.592,1.053,0.028846,82.39,91.81
2018-01-09 15:15:00,Tuesday,Weekday,54900,Medium_Load,24.507037189207594,9.714,1.081,0.012277,97.05,99.7
2018-01-09 15:30:00,Tuesday,Weekday,55800,Medium_Load,27.625729652730158,6.692,1.208,0.013733,80.69,92.01
